Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC462351;75001;2025-10-23;2025-12-26;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;14.89;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT,ZONE_LIVRAISON;920450;300873;"{""coordinates"": [[[2.3399252623427076, 48.863748976915005], [2.3399644085669067, 48.8637408963432], [2.3399423781151865, 48.86369837694763], [2.3399037057813112, 48.86370714273019], [2.3399252623427076, 48.863748976915005]]], ""type"": ""Polygon""}";48.863723846177415, 2.339933998202801
EC468408;75019;2025-09-29;2026-01-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;22.89;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;925260;304804;"{""coordinates"": [[[2.3823035202850704, 48.87510718204061], [2.3823137802589507, 48.87511520397561], [2.382458453001163, 48.87499471126267], [2.382443312054029, 48.87496161952002], [2.3824303362702577, 48.874964398968565], [2.3824438443585083, 48.87498951329523], [2.3823035202850704, 48.87510718204061]]], ""type"": ""Polygon""}";48.875041064282215, 2.3823891971553968
EC469065;75009;2025-11-03;2026-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;37.16;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;925829;305291;"{""coordinates"": [[[2.3402745083497587, 48.88084654324782], [2.340428793223224, 48.880877447240536], [2.3404435555825454, 48.88085114754884], [2.3402895307176648, 48.88081974497784], [2.3402745083497587, 48.88084654324782]]], ""type"": ""Polygon""}";48.88084867209555, 2.340358857590745
EC472918;75017;2025-10-20;2025-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;26.83;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;928883;307702;"{""coordinates"": [[[2.292632794101806, 48.884781403996044], [2.2926513292155266, 48.884791844151415], [2.292782270931939, 48.88468812044849], [2.292763735828886, 48.884677680312386], [2.292632794101806, 48.884781403996044]]], ""type"": ""Polygon""}";48.88473476223668, 2.292707532507615
EC477179;75018;2025-11-17;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;17.87;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;932325;310472;"{""coordinates"": [[[2.3470305602962673, 48.895804848737164], [2.347192379391209, 48.895787517023905], [2.3471890816016305, 48.89577520444771], [2.3470272840191533, 48.895790715151435], [2.347028642774898, 48.89579254368246], [2.347028591378384, 48.89579664160207], [2.3470305602962673, 48.895804848737164]]], ""type"": ""Polygon""}";48.89578975514691, 2.347108104216925
EC457356;75017;2025-08-18;2025-12-26;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;48.8;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;GIG_GIC;916188;297391;"{""coordinates"": [[[2.3236556320552446, 48.896729027873214], [2.3236889218946897, 48.89671828732497], [2.3236226533689517, 48.89664505635917], [2.3235903810648577, 48.896577482546746], [2.323542287646192, 48.8965936037269], [2.3236556320552446, 48.896729027873214]]], ""type"": ""Polygon""}";48.89665092187182, 2.323612867498051
EC450312;75014;2025-09-15;2025-12-12;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;11.96;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;910721;292854;"{""coordinates"": [[[2.3322024434531325, 48.827250302491414], [2.332222166552902, 48.827245175553074], [2.3321829890888703, 48.827180748481304], [2.332163274765047, 48.82718519193605], [2.3322024434531325, 48.827250302491414]]], ""type"": ""Polygon""}";48.82721545903681, 2.3321927643340783
EC408485;75011;2024-09-16;2026-03-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;5.47;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;878553;266762;"{""coordinates"": [[[2.374409056466694, 48.85181035232353], [2.3744803490118556, 48.851792054486054], [2.3744749270352017, 48.851783829437025], [2.3744036290362924, 48.851802582315514], [2.374409056466694, 48.85181035232353]]], ""type"": ""Polygon""}";48.851797127700834, 2.374442275191535
EC474192;75013;2025-11-17;2026-01-16;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;14.6;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;923724;303541;"{""coordinates"": [[[2.3499856428761543, 48.82823442551984], [2.349970642513679, 48.82824272255943], [2.350053077353756, 48.82831348186603], [2.3500691823974322, 48.828305189920606], [2.3499856428761543, 48.82823442551984]]], ""type"": ""Polygon""}";48.82827420767802, 2.350019943541
EC432271;75014;2025-06-16;2026-12-11;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;7.24;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;897152;281877;"{""coordinates"": [[[2.3250315743258865, 48.82834046055019], [2.325037516304474, 48.828347609053374], [2.325141033128474, 48.82830977097153], [2.3251350860992277, 48.82830290664777], [2.3250332900081445, 48.82834103953859], [2.3250315743258865, 48.82834046055019]]], ""type"": ""Polygon""}";48.82832508474787, 2.3250873966792667
EC467914;75019;2025-10-07;2026-01-09;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;7.88;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;924818;304455;"{""coordinates"": [[[2.366461537088869, 48.886125451657534], [2.366390884144011, 48.88604359977067], [2.3663824886643607, 48.8860468945397], [2.3664521264000533, 48.886128908334086], [2.366461537088869, 48.886125451657534]]], ""type"": ""Polygon""}";48.88608688101259, 2.366422332508208
EC395581;75013;2024-05-20;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;258.27;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;DEUX_ROUES,STATIONNEMENT_PAYANT;867111;257706;"{""coordinates"": [[[2.3703183845756146, 48.83875600663476], [2.37044274193773, 48.83854800245594], [2.370428383239621, 48.83852632595844], [2.3703653107465814, 48.83850255385469], [2.370311359957881, 48.83852953048744], [2.370211712208936, 48.83869069894831], [2.370226734051239, 48.838734842373334], [2.3702717770670136, 48.83875254425638], [2.3703183845756146, 48.83875600663476]]], ""type"": ""Polygon""}";48.83862982075648, 2.3703235670828233
EC461875;75018;2025-10-15;2026-02-16;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;29.7;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;920064;300550;"{""coordinates"": [[[2.342824772559072, 48.89178658535447], [2.342854666427527, 48.891781649347166], [2.342805260681246, 48.891669179516306], [2.342774809954205, 48.89167447668117], [2.342824772559072, 48.89178658535447]]], ""type"": ""Polygon""}";48.891727765035725, 2.3428147914826485
EC447497;75009;2025-05-02;2025-12-03;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;4.96;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;908708;291266;"{""coordinates"": [[[2.330419208807168, 48.87478489334067], [2.3304682233792393, 48.87479825916702], [2.330476968850444, 48.87478920048109], [2.330427113261916, 48.874774122110175], [2.330419208807168, 48.87478489334067]]], ""type"": ""Polygon""}";48.8747864465111, 2.330447412194357
EC466541;75015;2025-09-29;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;7.42;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;923743;303558;"{""coordinates"": [[[2.3010768006015843, 48.83756267593407], [2.3010727470061627, 48.83758200582368], [2.30105777008778, 48.83759284747329], [2.301031958071065, 48.8376143265288], [2.3010429180276404, 48.83762008269419], [2.3010858007658976, 48.83758595299238], [2.3010902387242003, 48.83756366461725], [2.3010768006015843, 48.83756267593407]]], ""type"": ""Polygon""}";48.837592041537874, 2.3010655706948104
EC463672;75018;2025-07-21;2025-12-18;Ville de Paris (Tvx sur espace ou édifice public);Direction des Espaces Verts et de l'Environnement;44.08;Aménagement ou entretien de l’espace public;EMPRISE_TROTTOIR;;921523;301738;"{""coordinates"": [[[2.358298474962789, 48.88476121514214], [2.3583140067747235, 48.88455917177325], [2.358287553671627, 48.88455801825163], [2.358271630989403, 48.88476056584431], [2.358298474962789, 48.88476121514214]]], ""type"": ""Polygon""}";48.8846599644453, 2.358292893684101
EC474999;75012;2025-11-10;2025-12-08;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;7.14;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;930570;309057;"{""coordinates"": [[[2.3944975967561875, 48.83791290228667], [2.3944848990387415, 48.83790737348402], [2.3944710967138776, 48.8379375860466], [2.394429042746421, 48.837935324405244], [2.3944285684593503, 48.83794647859489], [2.3944758138205615, 48.83794717284601], [2.3944975967561875, 48.83791290228667]]], ""type"": ""Polygon""}";48.837933888372945, 2.394466018122099
EC477994;75014;2025-11-17;2025-12-13;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;5.69;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;933027;311024;"{""coordinates"": [[[2.3330170939651476, 48.834674080605105], [2.33300460400448, 48.83467981729302], [2.33304034377311, 48.834716902477915], [2.3330543809855966, 48.83471151617489], [2.3330170939651476, 48.834674080605105]]], ""type"": ""Polygon""}";48.834695770083606, 2.3330293224391054
EC469359;75017;2025-10-20;2025-12-05;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;21.11;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;926153;305460;"{""coordinates"": [[[2.292757643038275, 48.88118753619535], [2.292771680772614, 48.88119328584396], [2.2929046967859583, 48.88109186908443], [2.29293028091285, 48.8811059841935], [2.2929402146655296, 48.88109754322776], [2.2928999861277237, 48.881077269303944], [2.292805046368846, 48.88115401913473], [2.292757643038275, 48.88118753619535]]], ""type"": ""Polygon""}";48.88112915712253, 2.2928496197150134
EC427520;75009;2025-01-06;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;42.63;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;DEUX_ROUES;890415;276442;"{""coordinates"": [[[2.3293833734271034, 48.87894296877854], [2.32949955729299, 48.878954319845775], [2.329518732073718, 48.87893962867813], [2.329524513219174, 48.87891962476784], [2.32937869059179, 48.87890446449044], [2.329373583067959, 48.87892583735857], [2.3293833734271034, 48.87894296877854]]], ""type"": ""Polygon""}";48.878929713071734, 2.3294464986407815
EC460593;75017;2025-09-10;2025-12-17;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;18.09;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;919017;299643;"{""coordinates"": [[[2.2857315634697066, 48.87797808555185], [2.285868079361837, 48.877979912656464], [2.2858698351644926, 48.8779637323069], [2.285732551714517, 48.87796190152373], [2.2857315634697066, 48.87797808555185]]], ""type"": ""Polygon""}";48.87797090051634, 2.2858005126988674
EC454847;75020;2025-06-23;2025-12-19;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;58.19;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;914165;295711;"{""coordinates"": [[[2.3956714630449114, 48.870352723536186], [2.3956379936165977, 48.870343860666], [2.3955257311878615, 48.870527714323416], [2.3955592031257567, 48.87053636948905], [2.3956714630449114, 48.870352723536186]]], ""type"": ""Polygon""}";48.870440117228455, 2.3955986249909245
EC446147;75016;2025-06-23;2026-06-23;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;53.21;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;907549;290316;"{""coordinates"": [[[2.277622463342586, 48.86209536739208], [2.2774867284793388, 48.86216850007963], [2.2775283188671107, 48.86219534506516], [2.2776411902049967, 48.86213846775505], [2.277635613132641, 48.86210273333277], [2.277622463342586, 48.86209536739208]]], ""type"": ""Polygon""}";48.86214717595615, 2.2775721115599468
EC425586;75018;2024-11-14;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;63.13;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;891797;277549;"{""coordinates"": [[[2.3609412584547225, 48.88737724525032], [2.360971748471064, 48.887213924118626], [2.36092532746801, 48.8872090016673], [2.3608947235583835, 48.88737247956266], [2.3609412584547225, 48.88737724525032]]], ""type"": ""Polygon""}";48.88729318654886, 2.36093325602295
EC456479;75005;2025-08-15;2026-03-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;27.27;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;915499;296793;"{""coordinates"": [[[2.3464930797783485, 48.84971329371054], [2.3464857024143497, 48.849696404855564], [2.346311359968215, 48.849733247942225], [2.3463228669757217, 48.84975107041883], [2.3464930797783485, 48.84971329371054]]], ""type"": ""Polygon""}";48.849723769984884, 2.3464018847806214
EC467808;75018;2025-11-10;2026-01-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.95;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;924727;304380;"{""coordinates"": [[[2.342192507233526, 48.890214421884004], [2.3423608298520446, 48.89014567755929], [2.3423560658537665, 48.8901401870975], [2.3421880840179106, 48.890209161716434], [2.342192507233526, 48.890214421884004]]], ""type"": ""Polygon""}";48.89017706987817, 2.3422750861833976
EC471657;75013;2025-10-20;2026-02-13;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;11.96;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;925659;305148;"{""coordinates"": [[[2.3543137933324103, 48.82312929845738], [2.354280081938651, 48.823122740736075], [2.3542708036736135, 48.82303662376098], [2.354257018077367, 48.823036094233785], [2.35426827918893, 48.82312905269275], [2.3543123347100714, 48.823135666271554], [2.3543137933324103, 48.82312929845738]]], ""type"": ""Polygon""}";48.82309011315472, 2.354273611143466
EC460992;75005;2025-09-08;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;26.38;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;;919325;299891;"{""coordinates"": [[[2.3391773825713975, 48.84261388778917], [2.3392010821671656, 48.84261277668152], [2.3391965055971244, 48.84247938744918], [2.3391720026176754, 48.84247917205299], [2.3391773825713975, 48.84261388778917]]], ""type"": ""Polygon""}";48.8425459570691, 2.3391867101824584
EC453638;75012;2025-08-12;2026-01-30;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;3.05;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;913190;294905;"{""coordinates"": [[[2.3953840977135523, 48.83671861765651], [2.3953670924213446, 48.83672763955074], [2.395386604258249, 48.83674048845205], [2.395401869001529, 48.83673282389033], [2.3953840977135523, 48.83671861765651]]], ""type"": ""Polygon""}";48.836729731346885, 2.395384739383257
EC459814;75003;2025-09-02;2026-02-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;12.2;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;918327;299105;"{""coordinates"": [[[2.36309536129178, 48.86129683655559], [2.3631017000107852, 48.86136848703656], [2.3631224110572586, 48.86136797581006], [2.3631160798953017, 48.86129570482159], [2.36309536129178, 48.86129683655559]]], ""type"": ""Polygon""}";48.86133223252946, 2.363108901310735
EC444444;75008;2025-03-31;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;77.46;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;906609;289531;"{""coordinates"": [[[2.3229824847886062, 48.878402858167455], [2.323001603894348, 48.8783767380479], [2.322815646259726, 48.87815128477845], [2.322785644633795, 48.87816495855011], [2.3229824847886062, 48.878402858167455]]], ""type"": ""Polygon""}";48.878273768501124, 2.3228959989425415
EC452085;75008;2025-06-16;2025-12-15;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;198.77;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT,ZONE_LIVRAISON;911998;293931;"{""coordinates"": [[[2.3178942840193306, 48.877891056909455], [2.3179681102084726, 48.87787680485194], [2.3179723164318786, 48.877848496097705], [2.317374996054554, 48.87783041886262], [2.3173446243587366, 48.87786515614624], [2.3178942840193306, 48.877891056909455]]], ""type"": ""Polygon""}";48.877859566198424, 2.3176700962518484
EC430746;75020;2025-01-20;2025-12-12;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;30.55;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;895940;280860;"{""coordinates"": [[[2.391123985951203, 48.86764180379019], [2.391288518364907, 48.8675606758509], [2.3912738575621155, 48.86754534670449], [2.391108286533289, 48.8676266968735], [2.391123985951203, 48.86764180379019]]], ""type"": ""Polygon""}";48.86759371053299, 2.39119848044713
